name,price,condition,toeStyle,style,features,handmade,character,color,material,brand,occasion,sockLength,pattern,garmentCare,sizeType,theme,availability
1Pair Mens Soft Bamboo Silk Ankle Business Dress Thin Sock Sports Casual Socks,US $1.70,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress,,,,,Polyester,Unbranded,"Business, Casual",Mid Calf,Solid,,Regular,Novelty,399 sold
It took 50 years - 50th Birthday Socks - Printed Men's and Ladies Novelty GIFT,GBP 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,,,Unbranded,,,,,,Novelty,75 sold
Adidas Mens Women 3 Pack Cushion Crew Socks Sports Cotton Rich Arch Support Sock,GBP 11.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"Arch Support, Cushioned, Lightweight",No,none,,Cotton,adidas,"Casual / Everyday, Casual, Formal",Crew Socks,No Pattern,Machine Washable,Regular,Sports,63 sold
Rainbow Socks Stripe Striped Multi Colour Men's Rich Cotton Casual Soft 2 To 12,GBP 6.27,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress Socks,"All Seasons, Breathable, Lightweight, Thermal",No,no,,Cotton,styleandfashionwholesalers,"CASUAL, FORMAL",Mid Calf,"Rainbow ,Striped",Machine Washable,Regular,Designer,149 sold
Mens Sports Crew Socks 5 Pairs Running Gym Walking White Black Stripped 6-11,GBP 6.85,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,All Seasons,No,n/a,,Cotton Blend,Unbranded,"Business, Casual, Workwear",Mid Calf,Striped,,Regular,"American, Beach, Biker, Christmas, Classic, College, Colourful, Dad, Designer, Festival, Holiday, Horse, Modern, Motorcycle, Nature, Outdoor, School, Sports, Teacher, University, USA",376 sold
Alpaca Wool Socks 2 Pairs Natural Thermal Winter Socks Mens Women's Grey Brown,GBP 13.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Calf Socks,"Breathable, Thermal",,Boots,,"Alpaca, Wool",GoWith,"Casual, Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,"winter, Christmas","1,627 sold"
10 Pairs Men's Thin Tearproof Breathable Socks Ultra Thin Stocking,EUR 8.27,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Polyester Baumwolle,,,,,,,,7 sold
5 Pairs Socks Natural Silk Socks Breathable & Comfortable Men Socks Deodorant,US $19.23/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"All Seasons, Antibacterial, Breathable, Moisture Wicking",No,Barbie,,Silk,Dream Home,Business,Mid Calf,,Hand Wash Only,Regular,"American, Anime, Art, Aztec, Nature",46 sold
12 Pairs Mens Industrial Crew Boot Work Socks Cushion Heavy Duty Sports 6-11 lot,GBP 3.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Moisture Wicking",No,Boots,,Cotton Blend,ThreadTrade,"Casual, Workwear",Long Socks,Ribbed leg,Machine Washable,Regular,Designer,"18,238 sold"
12 Pairs Mens Womens Trainer Liner Ankle Socks Cotton Cushioned Sports Socks lot,GBP 3.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Ankle Socks,"Arch Support, Breathable, Cushioned, Moisture Wicking, Seamed",No,Trainer,,Cotton,Unbranded,"Activewear, Casual, Everyday",Low Cut,No Pattern,Machine Washable,,"Plain, Sports",802 sold
5-20 pairs Mens heavy duty Work Socks Winter Warm Thick Contrast Heel Toe 6-11,GBP 5.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks/Sports socks,"All Seasons, Cushioned",No,Boots,,Cotton,CTL MCR,"Casual, Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,Sports/Work/Thermal,"3,669 sold"
Mens Womens Sports Breathable Tube Long High Socks Knee Warm Casual Footy Soccer,AU $6.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,,Zmart Australia,,,,,,,"4,113 sold"
1Pair Mens Soft Bamboo Silk Ankle Business Dress Thin Sock Sports Casual Socks,US $1.70,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress,,,,,Polyester,Unbranded,"Business, Casual",Mid Calf,Solid,,Regular,Novelty,399 sold
Mens Sheer Socks Solid Color Stockings See-Through Tights Role-Playing Lingerie,US $4.74,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Stockings,,,,,"80% Nylon, 20% Spandex",Unbranded,,,,,,,7 sold
Mens Sports Crew Socks 5 Pairs Running Gym Walking White Black Stripped 6-11,GBP 6.85,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,All Seasons,No,n/a,,Cotton Blend,Unbranded,"Business, Casual, Workwear",Mid Calf,Striped,,Regular,"American, Beach, Biker, Christmas, Classic, College, Colourful, Dad, Designer, Festival, Holiday, Horse, Modern, Motorcycle, Nature, Outdoor, School, Sports, Teacher, University, USA",376 sold
Balega Hidden Comfort Sole Cushioning Running Socks,US $16.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,Breathable,,,,Polyester,Balega,Casual,,,,Regular,,"1,289 sold"
12 Pairs DICKIES Mens Industrial Crew Boot Work Socks Thick Heavy Duty 6-11 lot,GBP 1.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Moisture Wicking",No,Boots,,Cotton Blend,Dickies,Casual,Long Socks,Ribbed leg,Machine Washable,Regular,Designer,177 sold
New Pixar STANCE Collection mens crew socks Large size Free shipping,US $24.00/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Cushioned,No,Pixar,Multicolor,Cotton Blend,Stance,,Mid Calf,,,Regular,Cartoon,32 sold
Joe Cool Novelty Funky Men & Ladies Animal Themed Ankle Socks Birthday's & Xmas,GBP 4.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,All Seasons,,"Animal, Dinosaur, Parrot, Hedgehog, Elephant, Rabbit, Bees, Llama, Penguin",,Cotton Blend,Joe Cool,Everyday,Ankle Socks,Animals,Machine Washable,Regular,"Novelty, Rabbit, Shark, Bumble Bees, Sloth, Llama, Dinosaur, Penguin, Animals","1,581 sold"
NIKE 5 Pairs Womens Socks Ankle cotton trainer sport Size 5-8 UK,GBP 7.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Knee Highs,All Seasons,,Spirit,,Cotton,Nike,Casual,Low Cut,,,Regular,Sports,4 sold
SOCK SNOB - Mens Breathable Ankle Cotton / Bamboo Work Socks | Reinforced,GBP 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Work Socks,Breathable,,,,Cotton,Sock Snob,Casual,Low Cut,,,,,761 sold
"3,6,12 Men’s Cotton Non-Elastic Loose Wider Top Comfy fit Socks UK 6-11 EU 39-45",GBP 4.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,"All Seasons, Breathable, Lightweight, Non-Slip",,n/a,,Cotton,Unbranded,"Business, Casual, Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,Outdoor,16 sold
Mens 6 Pack Ex Store Luxury Egyptian Cotton Rich Black Fine Socks Sizes 6 - 14,GBP 11.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Flat Toe Seam,Egyptian Cotton Extra Fine Luxury Dress Socks,Lightweight,,,,Egyptian Cotton,K Collection,Business,Mid Calf,Plain & Pattern,,Regular & Big Foot,,937 sold
1-6 pairs Mens Merino Wool Blend Military Work Boot thermal Winter Socks 2.8 Tog,GBP 3.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Work Thermal Socks,Thermal,,Boots,,Wool,Fashion-14,"Casual, Workwear",Long Socks,Plain,Machine Washable,Regular,"wool socks, Army","1,392 sold"
5 packs Men Classic Breathable Cotton Calf Socks Everyday Work Socks Lab,GBP 6.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Everyday Socks,Breathable,No,None,,"74,6% cotton, 23,6% polyamide, 1,8% Elastane",Socks Lab,Casual,Mid Calf,No Pattern,Machine Washable,Regular,Classic,311 sold
Men Combed Cotton Socks Colorful Fancy Novelty Casual Dress SOX For Wedding Gift,US $3.26/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,Breathable,,,,Cotton Blend,Unbrans,Casual,Mid Calf,Geometric,,Big & Tall,Novelty,280 sold
Men's Black Sport Socks Cushioned Running Socks Breathable Soft Crew GYM Socks,GBP 4.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking",,,,Cotton,Wonky Line,"Casual, Workwear",Mid Calf,No Pattern,,Regular,Sports,45 sold
I'm not 40 - 40th Birthday Socks - Printed Men's and Ladies Novelty joke GIFT,GBP 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,"All Seasons, Antibacterial, Breathable",Yes,,,"Cotton, Cotton Blend",Unbranded,,Mid Calf,,,,,55 sold
2 Pairs/lot Natural Silk Socks Breathable & Comfortable Men Socks Luxury Silk,US $9.98/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,"All Seasons, Antibacterial, Breathable, Moisture Wicking",Yes,Buzz Lightyear,,Silk,Dream Home,Business,Low Cut,Plaid,Hand Wash Only,Regular,"American, Anime, Art, Aztec, Nature",145 sold
Novelty Funky Stripey Striped THIN Stripe ANKLE Socks Men Size 6-11 80% Cotton,GBP 4.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,,,Stripy,,Cotton Blend,Macahel,,Ankle Socks,Thin Striped,Machine Washable,Regular,Novelty,"1,403 sold"
Dr.Socks - Mens Extra Wide Bamboo Diabetic Ankle Socks | Breathable Short Socks,GBP 15.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,No,,,Bamboo,Dr.Socks,,Low Cut,No Pattern,Machine Washable,Regular,,87 sold
Womens Girls Cute Fruit Milk Korean Socks Japanese Harajuku Funny Socks Hot,US $1.80,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,,,,Multicolor,Cotton,Unbranded,,Mid Calf,Cartoon,,,Fruit,44 sold
1Pairs 3Colors Men's Dress Socks Thermal Casual Soft Cotton Sport Sock Gift,US $1.49/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress,,,,,Polyester&Cotton,Unbranded,,,Solid,,,Winter,4 sold
MultiPack Men's Black Luxury Bamboo Super Soft Anti Bacterial Socks A Lot:) 6 11,GBP 3.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,Antibacterial,No,None,,Bamboo,Bamboo,Casual,Mid-Calf,No Pattern,Machine Washable,Regular,Nature,"6,137 sold"
Steven - 3 Pairs Men's 100% Cotton Ankle Socks | Soft Reinforced Trainer Socks,GBP 11.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sneaker Socks,,No,,,Cotton,Steven,,Low Cut,No Pattern,Machine Washable,Regular,,32 sold
Scruffs Worker Socks PACK OF 3 - Reinforced Work Boot Socks - Any Amount 1 Post,GBP 8.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Work Socks,All Seasons,,Boots,,Cotton,Scruffs,Workwear,,No Pattern,,BOOT SOCKS,,765 sold
"3x PAIRS Karrimor Mens Heavyknit Boot Socks, Hiking, Walking, Size 7-11 New",GBP 8.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Boot Socks,Heavyweight,,Boots,,Cotton Blend,Karrimor,Trekking,Calf,No Pattern,,Regular,Walking,32 sold
Bed Socks Men Lounge Socks Thick Warm Winter Cosy Feet Brushed Thermal Fleece,GBP 3.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Thermal Socks,"All Seasons, Breathable, Thermal",No,Plain,,"98 acrylic 2% elastane, Acrylic",Unbranded,"Casual, Formal",Ankle Socks,No Pattern,Machine Washable,UK 6-11,Animals,"1,167 sold"
Mens HJ Hall Classic HJ48 Cotton Rich Bright Coloured Socks (lot) All Sizes,GBP 5.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Classic Collection,"All Seasons, Antibacterial, Breathable, Lightweight, Moisture Wicking",No,N/A,,"2% Elastane, 23% Polyamide, 75% Cotton",HJ Hall,"Business, Casual, Formal",Mid Calf,No Pattern,Machine Washable,Optional,Everday Socks,85 sold
5/3 Pairs Men's Cotton Five Finger Toe Socks Breathable Comfort Sport DE,EUR 4.16,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Baumwolle,,,,,,,,4 sold
MENS RED SOCKS 6 PAIRS MENS 80% COTTON RED SOCKS SIZE 6-11,GBP 9.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,,,,,Cotton,Does Not Apply,,Mid Calf,,,Regular,,426 sold
"2,3 Mens Lounge Thick Non Slip Rubber Grip Thermal Fleece Bed Slipper Socks 6-11",GBP 5.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,"Thermal, Bedroom, Winter, Bed, Gripper",No,Boy,,"90% Acrylic, 10% Nylon",Unbranded,Casual,Mid Calf,,Machine Washable,6-11,Novelty,196 sold
Storm Bloc - 2 Pairs Mens Cushioned Outdoor Thick Boot Bamboo Walking Socks,GBP 9.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,Cushioned,,,,Bamboo,Storm Bloc,Casual,Mid Calf,,,Regular,Sports,45 sold
Alpaca Wool Socks 2 pairs Natural Thermal Winter Socks Hiking walking home sock,GBP 13.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Calf Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Lightweight, Moisture Wicking, Non-Slip, Thermal",No,Boots,,"Alpaca, Wool",GoWith,"Business, Casual, Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,"winter, Christmas","1,297 sold"
Sport Socks Men Socks Mid-Calf Elite Socks Football socks Men Kids Professional,AU $6.18,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"Breathable, Non-Slip, Slip Resistant",No,,,"Cotton, Pile Loop",Unbranded,"Casual, Formal",Mid Calf,Striped,Machine Washable,Regular,,10 sold
4 PAIRS RANDOM MENS ARGYLE DIAMOND SOCKS BRIXTRA Size 39-42 (6-8) & 43-46 (9-12),GBP 5.89,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,ARGYLE,,No,None,,95% COTTON AND 5% ELASTANE,BRIXTRA,Casual,Mid Calf,Argyle/Diamond,,Regular,None,162 sold
Nike Socks 3 Pairs Mens Womens Crew Ankle Liner Cotton Sports Socks Size UK 2-14,GBP 12.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,Lightweight,,,,Cotton Blend,Nike,Casual,,No Pattern,Machine Washable,Regular,Sports,"9,339 sold"
CAT Caterpillar Mens Adults Heavy Duty Industrial Workwear Socks - Pack of 6,US $25.50,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Breathable,,,,,Caterpillar,Workwear,Mid Calf,No Pattern,Machine Washable,Regular,Work,28 sold
3/6 PAIRS MULTI-PACK MENS Argyle Diamond Patterned Dress Ankle Calf Socks SIZE,GBP 1.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday / FORMAL Socks,"SOFT STRETCHY, All Seasons, Lightweight",No,,,Cotton Blend,UNBRANDED,"school, Business, Casual, Formal, Workwear",CALF ANKLE HIGH,"Argyle, Diamond",Machine Washable,Regular,DRESS CASUAL,"1,925 sold"
SKI Socks for Men's Soft Thermal Padded Long Winter Hiking Snowboarding,GBP 3.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,"Extra Warm Hiking Cycling Winter Sports Long Thermal Boys, Thermal",No,Boy,,Acrylic,Unbranded,Casual,Long,,Machine Washable,6-11,Sports,66 sold
"""Show Off"" PENIS Socks for Men NOVELTY JOKE FUNNY PRANK PRINTING UK GIFT",GBP 3.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,,,Unbranded,Casual,Mid Calf,,,,Novelty,5 sold
Balega Blister Resist No Show Running Socks,US $20.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,Breathable,,,,Polyester,Balega,Casual,,,,Regular,,858 sold
1/5 Pairs Mens 100%Merino Wool Socks Gentleman Dress Warm Thick Solid Classic UK,GBP 6.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress,"Antibacterial, Thermal, Keep Warm",No,new,Multicolor,Wool,Unbranded,Business,Calf Socks,Solid,Machine Washable,Regular,"90s, Classic, Sports",8 sold
1Pair 3D Bacon Meat Printed Unisex Low Cut Ankle Socks Autumn Socks Stocking,AU $4.18,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,,,,Multicolor,100% Cotton,Unbranded,,Low Cut,Animal Print,,,3D,3 sold
