,name,price,condition,toeStyle,style,features,handmade,character,color,material,brand,occasion,sockLength,pattern,garmentCare,sizeType,theme,availability
2941,Chunky Wool Boot Socks Hiking Thermal Warmth Winter Work UK 6-11,8.8138,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Non-Elastic Socks,Thermal,No,Boots,,Wool,PRO HIKE,Workwear,Mid Calf,No Pattern,,Regular,Winter,95.0
2942,"12 Pairs Unisex Diabetic Crew Socks, Cotton Extra Wide Loose Fitting",5.0673,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Lightweight,No,,,Cotton,Unbranded,"Business, Casual, Formal, Workwear",,No Pattern,,,,1.0
2944,Jack Jones Mens 5 Pairs Design Socks Smart Cotton Work Everyday Plain One Sizes,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,72% Cotton 28% Polyester 2% Elastane,JACK & JONES,Casual,,No Pattern,Machine Washable,Regular,Classic,93.0
2945,STANCE FRONTLINE 2 SOCKS.CAMO USA ARCH SUPPORT CUSHIONED CREW SIZE UK 6 - 13 S21,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,"Arch Support, Cushioned",,,,Cotton Blend,Stance,Casual,Mid Calf,,Machine Washable,,,17.0
2946,Karrimor Mens Compression Running Socks Quarter Breathable,10.795,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Not specified,,,,,Lycra,Karrimor,,,,,Regular,,68.0
2948,SUN STONE REPREVE BLUE GRAY WHITE HEATHER 3 PACK NO SHOW LOAFER SOCKS MENS NEW,3.76,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,No Show,,,,Blue,,SUN STONE,,,,,,,4.0
2949,Ted Baker Dudes 3-Pack Crew Logo Detail Mens Assorted Socks 273199 ASSORTED,24.117299999999997,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Socks,,,,,,Ted Baker,,,,,,,4.0
2950,Men's Valentines Socks Hearts Size 6 - 10,4.1783,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,,,Gem Imports Ltd,,,,,,,10.0
2951,Under Armour Rush Logo Mens Black Quarter Socks 1365879 001,16.4973,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Socks,,,,,,Under Armour,,,,,,,10.0
2952,Champion Mens 3 Pack Crw Socks 99 Crew,6.35,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,Synthetic,Champion,Casual,,,,Regular,,2.0
2953,Mens 3pk Premium Thermal Winter Warm Insulated Cushion Boot Work Socks Size 7-11,6.3373,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Thermal Socks,Thermal,No,,,Cotton/Polyester,Vivo,,Ankle Length,,Machine Washable,7-11,,8.0
2954,Mens Army Military Patrol Merino wool Socks Combat Work Thermal Olive Green 6-11,4.6609,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sports Socks,"Breathable, Cushioned, Thermal",,"Hiking, Sports, OutDoor, Boots",,Acrylic Blend,Kombat,"Casual, Workwear",Ankle Socks,No Pattern,,Regular,Military,215.0
2955,Tommy Hilfiger 2 Pack Sport Sock - Dark Navy,13.9065,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,Tommy Hilfiger,,,,,,,1.0
2957,Donnay 10 Pack Trainer Socks Mens Gents Stamp,9.525,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Not specified,,,,,,Donnay,,,Embroidered Logo,,Regular,,22.0
2958,Donnay 10 Pack Crew Athletic Socks Mens Gents Stamp Sport,8.89,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Not specified,,,,,,Donnay,,,Embroidered Logo,,Regular,,71.0
2959,Under Armour Dry Run Logo Mens Grey No Show Socks 1361164 066,16.4465,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Socks,,,,,,Under Armour,,,,,,,2.0
2960,Nike Logo Black Mens Long Tube Socks 569851 101,8.2423,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Long Socks,,,,,,Nike,,,,,,,3.0
2961,TOTTENHAM HOTSPUR FC ADULT SOCKS BLACK COLOUR SIZE 8-11 (42-46) BIRTHDAY GIFT,6.2992,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,,,,,"76% Cotton, 22% Nylon & 2% Elastane",Tottenham Hotspur FC,Casual,,,,Regular,"Christmas, Colourful",2.0
2962,Karrimor Mens Merino Fibre Midweight Walking Socks Boot Warm,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Not specified,,,,,Lycra,Karrimor,,,Plain,,Regular,,28.0
2963,Ethika Mens Moto Socks Motocross Knee Brace - JETT LAWRENCE OUT THE BLUE,38.0365,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Moto Knee Brace,,,,,,Ethika,,Over the Knee,,,,Lightning,4.0
2964,Puma A.C. Milan 1899 Team Mens Long Band Socks 755891,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Band Socks,,,,,,Puma,,,,,,,14.0
2965,Rubber Latex Fashion Toe Socks Compression Molded Over Ankle Sock 0.4mm S-XXL,9.035400000000001,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",Full Toe,Toe socks,,,,,latex,latex socks,Casual,Over the Ankle,Solid,,Regular,,5.0
2966,10 Pack Penguin Organic Cotton Mens Socks Size UK 7-11 UK Authentic Genuine UK,40.0685,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,organic cotton,No,Penguin,,Cotton,Original Penguin,Casual,Mid Calf,,,Regular,Penguin socks,1.0
2967,Mens 2.3 TOG Ultimate Thick Winter Warm Thermal Socks Ultimate Heat HOT Stuff,15.2273,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Thermal Winter Socks,Thermal,No,Boots,,Acrylic Blend,Unbranded,Casual,Regular,No Pattern,Machine Washable,Regular,Outdoor,13.0
2968,Men's Pair Colourful Socks Size 7-11 50th Birthday,6.3373,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,,,Celebrations,Casual,,,,,Colourful,24.0
2969,CLUB ROOM STRIPED CUSHIONED FOOT BOTTOM RETRO 1 PAIR NAVY BLUE CREW SOCKS MENS,1.31,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Crew Socks,,,,Blue,,CLUB ROOM,,,,,,,1.0
2970,"Perry Ellis Mens Casletic Printed Midweight Socks, Black, 7-12",7.5,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,,No,,Black,Polyester,Perry Ellis,Casual,Mid Calf,Patterned,,Regular,Modern,1.0
2971,Puma A.C. Milan 1899 Team Black Mens Long Band Socks 755891 03,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Band Socks,,,,,,Puma,,,,,,,2.0
2972,Nike Everyday Cushion Crew Socks Large - Pack of 6 (Black),13.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,"Cushioned, Terry Sole, Reduced Slippage",,,Black,Polyester,Nike,,,Solid,Machine Washable,Plus,,7.0
2973,OPEN TOE Compression Socks Support Stockings Men Women S-XXL 1 2 3 Pairs,8.5,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Compression,,,,,Nylon,CN2HK PIN-1,,,,,,,61.0
2974,12 X Puma Ankle Low Cut Sports Cushion Cotton socks size 2-8,13.1208,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Ankle Low Cut,Cushioned,,,,Cotton Blend,Puma,,Low Cut,,,,Sports,31.0
2975,UNDER ARMOUR HeatGear® LO CUT SPORT SOCKS / GOLF ANKLE SOCKS / 3 PAIR MULTI PACK,12.6365,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sports Socks,,,,,,Under armour,Casual,Trainer Socks,,,,Sports,1097.0
2976,2x Pairs Official West Ham United Adult Socks Size 8-11 BNWT,12.6873,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,,West Ham United,Casual,,,,,,16.0
2977,Invisible Trainer Socks No Show Shoe Liner Mens Womens Ladies Anti Slip Silicone,3.6576,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,No Show Socks,,,,,20% cotton 78%polyester 2% elastane,Unbranded,Casual,No-Show,,,Regular,Plain,319.0
2978,Regular Socks Mathematics Print Premium Cotton Super-Stretch Funky W/M Unisex,7.556500000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,,No,,,80% Cotton 18% polyamide 2% Elastane,Pepper Tree London,"Activewear, Casual, Everyday, Travel",Mid Calf,Knitted,Machine Washable,,,65.0
2979,Sk8erboy Puppy Paw Socks (Large),21.577299999999997,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,,Sk8erboy,,,,,,,124.0
2980,Butterfly Printed Socks Premium Cotton Super-Stretch Funky W/M Unisex Socks,6.3373,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,,No,Dream,,80% Cotton 18% polyamide 2% Elastane,Pepper Tree London,"Activewear, Casual, Everyday, Travel",Mid Calf,Animal Print,Machine Washable,,Butterfly,21.0
2981,Puma Mens 3 Pack Quarter Socks,9.525,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Not specified,,,,,,Puma,,,,,Regular,,42.0
2982,EXTRA WIDE Athletic Comfort Fit Crew Sports Socks Diabetic Stretch USA 1 or 3 PR,9.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Crew Comfort Fit Socks,,,,,,Extra Wide,,Crew,,,Extra Wide,,176.0
2983,Stockport city Football Pack Of 3 Socks Dad Boyfriend Birthday Christmas Gift,15.2273,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,football,,,Unbranded,,,,,,football,1.0
2984,ALFANI HEATHER GRAY 1 PAIR DRESS CREW SOCKS MENS NEW,1.5,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Dress Socks,,,,Gray,,ALFANI,,,,,,,2.0
2985,Ethika Men's Motocross Knee Bandage Moto Socks - Trust Some,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,,,,,,,,1.0
2987,Men Waist Socks By Wolford S Small Konfek. 46-48 Black Box Mens Tights,204.9145,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Tights,"Stretch, Hassle-free Cleaning in the Washing machine, Breathable, unlined",,,,"See Description, 47% cotton 46% polyamide 7% elastane",Wolford,,,,"30째 delicate wash - Please do not iron, dry or bleach",Normal Size,Elegant,1.0
2988,Puma Women Heart Short Sock 2 Pack - Oatmeal,5.016500000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,Puma,,,,,,,1.0
2989,Ultimate Performance Plantar Facia Sock Knee Length Relieves Plantar Fasciitis,34.163,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",,,,Synthetic,Ultimate Performance,"Activewear, Casual",Low Cut,,,Regular,Sports,9.0
2990,Men's Christmas Socks Size 6-10 - Novelty Off Duty Elf,4.0513,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,,,Gem Imports Ltd,,,,,,,3.0
2991,"Carpenter 3 Pairs Men's Long Thermal Battery Ski, Snowboard Socks",0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,,,,,,,,15.0
2993,Nike Socks Unisex White New without Tags,18.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic,,,,White,,Nike,,,,,Regular,,5.0
2995,3-12 Mens Goodyear Work Socks Heavy Duty Boot Cushion Reinforced Heel Toe,10.1473,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Work sock,,,,,"60% Cotton, 39% Polyester, 1% Elastane",Goodyear,Workwear,Long Socks,No Pattern,Machine Washable,Regular,,984.0
2996,3-4-6 PAIRS.Rasta Stripe Lion of Judah Ganja Leaf Stay Smokin Sport Socks 6-11,7.6073,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",REGULAR,Everyday Socks,All Seasons,No,,,"55% Cotton 35% Polyester 8% Mixed 2% Elastane, Mixed blend",itzu,Casual,Standard,"Striped , lion , leaf , Stay Smokin",DRY FLAT,,Sports,116.0
2997,3 Pairs Winter Merino Lambs Wool Heavy Duty Thermal Boots Socks For Mens 10-13,12.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"Breathable, Cushioned, Lightweight, Moisture Wicking, Thermal",No,Boots,"Black, Blue, Grey, White, Brown",Wool,Unbranded,Casual,,Solid,Machine Washable,Regular,,9597.0
2999,"Leather Winter Socks Burgundy Slippers Islam Mest Feet Warmer,Halal Slippers F/S",25.75,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,"Non-Slip, Slip Resistant, Thermal",Yes,"Andrea, Angel, Astro Boy, Atom, Barbie, Batman, Belle, Bill, Blac",Burgundy,Leather,Azad,"Business, Casual, Formal",Mid Calf,No Pattern,Hand Wash Only,Regular,"3D, 80s, 90s, Animals, Anime, 3D, 80s, 90s, Aloha, American, Ani",5.0
3000,MEN'S ALPACA 3 PAIR MADE IN ITALY COMFORTABLE HOT ALPACA WOOL LEG,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,,,,,,,,38.0
3001,Mothers Day Socks One Size Best Grandma,4.940300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,,,Gem Imports Ltd,,,,,,,6.0
3002,ORIGINAL BUNDESWEHR SOCK / STOCKING PLUSH SOLE BW WINTER SOCKS STOCKINGS MERINO,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,"Baumwolle, Polyimid, Wolle",,,,,,,,2053.0
3003,EXTRA WIDE Medical Diabetic Stretch Quarter Boot Sport Sock Inverted Seam USA,9.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Medical Diabetic Quarter Socks,,,,,,Extra Wide,,Quarter,,,,,39.0
3004,HAIX SOCKS ATHLETIC / BUSINESS / MULTIFUNCTIONAL SOCK STOCKING OUTDOOR TREKKING,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Textil,,,,,,,,589.0
3005,Caterpillar Men's Crew Sock 10-Pair,999.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,Does not apply,,CAT,,,,,,,1.0
3006,Stance x Batman DC Comics Comic Book Crew Socks Large Men's 9-13,14.83,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking",Yes,Batman,Red,"Combed Cotton, Nylon, Elastane, Elastic",Stance,,Crew,Batman Comic,,Regular,"Batman, The Joker",5.0
3007,4 Pairs Men Thermal Padded Ski Socks High Performance Long Length 2.0 Tog 6-11,22.847299999999997,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,"Cushioned, Thermal",No,Astro Boy,,Acrylic,hifenwholesale,Casual,Over the Calf,Geometric,Machine Washable,Regular,Sports,200.0
3008,Heat Holders - Women's Patterned Winter Warm Themo Socks Thermal Socks 37-42 EUR,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,"91% Acryl, 5% Nylon, 3% Polyester 1% Elasthan",,,,,,,,1072.0
3009,1 Pair of Biagio Men's Solid HOT PINK Fuchsia Color Mens COTTON Dress SOCKS,8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Dress,,,,Pink,Cotton Blend,Biagio,,,Solid,,Regular,,1.0
3010,Winter Warm Woolen Slipper Socks Hand Knitted Red Unisex One Size Indoor Soft,16.4973,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Indoor Socks,"Breathable, Non-Slip, Thermal",,Friendly,,Wool,Unbranded,Casual,Low Cut,No Pattern,,Regular,3D,7.0
3011,16 Pairs No Show invisible Socks Non-slip Heel Grip Men's Women's NWT Size 7-11,19.0608,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Invisible,Non-Slip,,,,Cotton Blend,Polo,,No-Show,,,Regular,,1.0
3012,12 Pairs Diabetic Bamboo Socks for Men Bamboo fibre Diabetic socks for Mens 6-11,20.3073,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,"All Seasons, Antibacterial, Breathable, Lightweight, Moisture Wicking",,Plain,,"Bamboo, Bamboo 80%, Nylon 17%, Spandex 3%",Unbranded,"Casual, Formal",Mid Calf,Mixed,Machine Washable,Regular,Dress,592.0
